Index	CommitMessage	Classification
8897	ivy add unparsed selector to the projectiondef instruction pr close 	fix
8898	ivy cleanup of the view compiler pr close 	refactor
8899	ivy workaround for tsickle bug the issue is with tsickle type inference and the bug should be assigned to them the offending code is function cachematchingdirectivesfornode tnode tnode tview tview localrefs string null void const exportsmap localrefs null offending line const match tviewcurrentmatches finddirectivematchestnode if match for let i i matcheslength i const def matchesi a directivedefany const valueindex i resolvedirectivedef valueindex match tview savenametoexportmapmatchesvalueindex a number def exportsmap if exportsmap cachematchinglocalnamestnode localrefs exportsmap because it generates invalid j closure code function cachematchingdirectivesfornodetnode tview localrefs const type null number exportsmap localrefs null offending line const type nullarray match tviewcurrentmatches finddirectivematchestnode if match for let type number i i matcheslength i const type tsickleforwarddeclaredirectivedef def type tsickleforwarddeclaredirectivedef matchesi const type number valueindex i resolvedirectivedef valueindex match tview savenametoexportmap type number matchesvalueindex def exportsmap if exportsmap cachematchinglocalnamestnode localrefs exportsmap the workaround is to declare the type explicitly such a const exportsmap keystringnumbernull localrefs null which than generates valid closure code const type nullobjectstringnumber exportsmap localrefs null pr close 	fix
8900	ivy make return value of definecomponentdirectivepipeinjectorinjectable private ivy definition look something like this class myservice static nginjectabledef defineinjectable … here the argument to defineinjectable is well known public contract which need to be honored in backward compatible way between version the type of the return value of defineinjectable on the other hand is private and can change shape drastically between version without effecting backwards compatibility of library publish to npm to our user it is effectively an opaquetoken by prefixing the type with ɵ we are communicating the the outside world that the value is not public api and is subject to change without backward compatibility pr close 	refactor
8901	ivy update todo app to take advantage of optional injector pr close 	fix
8902	ivy clean up incorrect comment pr close 	docs
8903	ivy support injection even if no injector present remove default injection value from inject directiveinject since it is not possible to set using annotation module injector is stored on lview instead of linjector data structure because it can change only at lview level more efficient add nginjectabledef to iterablediffers so that existing test can pas a well a enable iterablediffers to be injectable without injector pr close 	feat
8904	ivy support generation of flag for directive injection this change change compiler us directiveinject instead of inject for directive unifies the flag in di a well a render change the signature of directiveinject to match inject in prep for compiler now generates flag for injection compiler portion of prep for pr close 	feat
8905	aio update file tree to match angular cli v structure pr close 	docs
8906	ivy local directive and pipe should be applied to templateref pr close 	fix
8907	ivy misc pr close 	refactor
8908	ivy cleanup directive pipe import pr close 	refactor
8909	serviceworker let match character in glob in glob pattern the wildcard is supposed to match or more character for reference this is also how work in other implementation such a gitignore file or firebase hosting config some popular j implementation eg minimatch micromatch work differently matching or more character but not this commit fix the minimal glob support in angularserviceworker to allow to also match character pr close 	fix
8910	serviceworker add support for configuring navigation url the serviceworker will redirect navigation request that dont match any asset or data group to the specified index file the rule for a request to be classified a a navigation request are a follows it mode must be navigation it must accept a texthtml response it url must match certain criterion see below by default a navigation request can have any url except for url containing url to file ie containing a file extension in the last path segment while these rule are fine in many case sometimes it is desirable to configure different rule for the url of navigation request eg ignore specific url and pas them through to the server this commit add support for specifying an optional navigationurls list in ngswconfigjson which contains url or simple glob currently only recognizing and only request whose url match any of the positive urlspatterns and none of the negative one ie urlspatterns starting with will be considered navigation request and handled accordingly by the sw this is an alternative implementation to fix pr close 	feat
8911	serviceworker move common code into method pr close 	refactor
8912	serviceworker minor fixesimprovements pr close 	docs
8913	common mark locale file a sideeffectfull these file are in the umd format for greater portablity and a such cant be marked a sideeffectfree by webpackbuildoptimizeruglify pr close 	build
8914	aio fix docviewercomponent test obsolete assertion left over from pr close 	test
8915	aio remove file that should not be tracked pr close 	refactor
8916	element add ngadd doc to element guide pr close 	docs
8917	element include schematic in npm distro pr close 	fix
8918	aio remove additional googlebot reference according to googlebot is only used a a google specific override of robot there no need for override in this case pr close 	fix
8919	aio add link to japanese localization pr close 	docs
8920	ivy support viewcontainerref on node projected into an embedded view pr close 	fix
8921	compilercli shorten resolved module name in filenametomodulename to npm package name for typing pr close 	fix
8922	compiler use correct global name in compilerumdjs fix pr close 	fix
8923	languageservice fix typo on typets languageservice 	refactor
8924	aio fix typo on aot compiler section 	docs
8925	platformbrowser add token marking which the type of animation module nearest in the injector tree pr close 	feat
8926	aio update text inmemorywebapimodule to httpclientinmemorywebapimodule pr close 	docs
8927	upgrade fix detail regarding bootstrapping order clarify that angular should be bootstrapped before angularjs close angularangular pr close 	docs
8928	core update zonejs peer dep to 	build
8929	platformserver require node v pr close 	fix
8930	aio implement rule to prevent short parameter name pr close 	build
8931	aio create minlength content rule this rule can be used to ensure that property contain a minimum number of character pr close 	build
8932	aio implement rule to prevent heading in content no heading are allowed in description and shortdescription only heading level is allowed in usagenotes pr close 	build
8933	aio create nomarkdownheadings content rule this content rule can check what markdown heading appear in content property pr close 	build
8934	aio add checkcontentrules processor this processor will enable u to write rule about how the content should appear such a no heading in markdown content only one sentence per line no single character parameter name etc pr close 	build
8935	element avoid exception when window is undefined detect server environment by checking typeof window and schedule render immediately instead of waiting for raf this doe not make angular element work on platformserver this is just the first step pr close 	fix
8936	element add schematic pr close 	feat
8937	common update cldr data to v pr close 	refactor
8938	common replace in locale undefined value by a const fix pr close 	fix
8939	ivy update compiler to generate separate creation mode and update mode block pr close 	fix
8940	ivy support separate creation mode and update mode execution in runtime pr close 	fix
8941	aio add new section to issue template additional section can help classify the issue better pr close 	docs
8942	animation migrate deprecated whatitdoes tag this wa not being picked up by the docgen a it doe not appear to be part of the public api pr close 	docs
8943	aio fix scriptstestproductionsh file permission issue it need to be executable for ci test to run 	build
8944	ivy clean projection support pr close 	refactor
8945	compiler pretty print object instead of object object the stringify function print an object a object object which is not very helpful in many case especially in a diagnostics message this commit change the behavior to pretty print an object pr close 	fix
8946	ivy update todo app to pr close 	test
8947	ivy update statusmd with outstanding work pr close 	docs
8948	ivy correctly bind to component context when compiling template the compiler would often bind to closest context rather than the component context the only time one should be binding to the cont component is in explicit case where the inner template declares local variable pr close 	fix
8949	ivy cleanup todo test app pr close 	test
8950	ivy bind to right context in nested template statmentes given div ngfor ” … ” click “ dosomething ” before dosomething would execute on the inner template context which is incorrect the correct behavior is to execute on the top level context of the component pr close 	feat
8951	ivy add output support for definedirective definecomponent pr close 	feat
8952	ivy named listener method for easier debugging pr close 	fix
8953	ivy update outstanding work for todo pr close 	docs
8954	ivy support projection of viewcontainerref pr close 	feat
8955	compilercli strictmetadataemit should not break on noncompliant library rxjs break strictmetadataemit a they now publish a dts file with a structure like declare export class subscription static empty subscription this generates metadata which contains an error and fails the strictmetadataemit validation there is nothing a library author can do in this situation except to set strictmetadataemit to false the spirit of strictmetadataemit is to validate that the author library doesnt do anything that will break downstream user this failure is a corner case which cause more harm than good so this commit disables validation for metadata collected from dts file fix pr close 	fix
8956	core update directive documentation fixrelease wrong input name in bankaccount component directive example ha error pr close 	docs
8957	ivy implement some of the viewcontainerref api pr close 	feat
8958	common workaround umdwebpack limitation fix pr close 	fix
8959	bazel set rollup outputname and amdid these are based on the name of the package a declared in the modulename attribute on ngmodule fix pr close 	fix
8960	bazel dont produce ngfactory file for ngpackages pr close 	fix
8961	compilercli dont lower expression in flat module metadata lowering expression in flat module metadata is desirable but it wont work without some rearchitecting currently the flat module index source is added to the program and therefore must be determined before the rest of the transforms run since the lowering transform change the set of export needed in the index this creates a catch in the index generation this commit cause the flat module index metadata to be generated using only those transforms which are safe dont modify the index pr close 	fix
8962	compiler update ngtscngcc design doc with more detail pr close 	docs
8963	ivy remove outdated render test pr close 	test
8964	element use angular element naming in nav pr close 	docs
8965	ivy update size test pr close 	test
8966	bazel use ngpackage entrypointname for umd bundle this change also requires updating the package gold test to work with multiple test package pr close 	build
8967	ivy instantiate dirs in correct order pr close 	fix
8968	ivy properly find rnode a we no longer create native rnode comment node for container we need to execute logic for finding a next sibiling node with rnode when inserting a view the mentioned logic need to be updated for the case of dynamically created container lcontainernode indeed we need to be able to descend into dynamically inserted view while looking for a rnode to achieve this we need to have a pointer from a host lnode to a dynamically created lcontainernode pr close 	fix
8969	ivy fix issue with refreshing embedded view pr close 	fix
8970	aio remove unused image pr close 	refactor
8971	aio update liveexample doc in author style guide pr close 	docs
8972	aio upload the preview before checking the bundle size this make the preview available even if the bundle size are out of limit pr close 	ci
8973	ivy adjust type pr close 	refactor
8974	aio update trusted github team angularcore team pr close 	fix
8975	upgrade remove unnecessary link tag backtick enclosed inline code block will be automatically linked if appropriate pr close 	docs
8976	upgrade migrate deprecatd whatitdoes tag these tag content are now included in the description tag pr close 	docs
8977	upgrade migrate deprecated howtouse tag these have become example in the description tag pr close 	docs
8978	router remove unnecessary link injector jsdoc tag inline code block are automatically linked if possible to their api page pr close 	docs
8979	router migrate deprecated whatitdoes tag the first line of the description is now used a an overview pr close 	docs
8980	router migrate deprecated howtouse tag these have been converted to usagenotes or included in the description tag pr close 	docs
8981	form remove unnecessary link injector jsdoc tag inline code block are automatically linked if possible to their api page pr close 	docs
8982	form migrate whatitdoes tag to the description we get the overview for the doc by splitting off the first paragraph pr close 	docs
8983	form migrate deprecated howtouse tag in this case they have been converted to description tag pr close 	docs
8984	core remove unnecessary link injector jsdoc tag inline code block are automatically linked if possible to their api page pr close 	docs
8985	core migrate whatitdoes tag to the description we get the overview for the doc by splitting off the first paragraph pr close 	docs
8986	core migrate deprecated howtouse tag these have now become usagenotes but later they might be moved into a section of the description pr close 	docs
8987	aio move optional and default to end of param description pr close 	build
8988	common move pipe param doc to transform function pr close 	docs
8989	common migrate whatitdoes tag to the description we get the overview for the doc by splitting off the first paragraph pr close 	docs
8990	common migrate howtouse tag in pipe the content of these tag is now generated automatically in directive these tag have been converted to usagenotes tag but in the future me might find a way to generate that usage too pr close 	docs
8991	aio remove invalid nav item the customelements guide page wa renamed to element in ffdea that commit also added a new nav item for the renamed file so this item is no longer valid pr close 	docs
8992	aio fail the docgen if the nav is invalid pr close 	build
8993	serviceworker properly build npmpackage with bazel pr close 	build
8994	ivy fix in the todomvc example properly display initial checked state properly remove a todo please note that the archive option still doesnt work correctly a listening to component output doesnt seem to work onarchive is never called pr close 	test
8995	compilercli flat module index metadata should be transformed currently the flat module index metadata is produced directly from the source metadata the compiler however applies transformation on the typescript source during transpilation and also equivalent transformation on the metadata itself this transformed metadata doesnt end up in the flat module index this change the compiler to generate the flat module index metadata from it transformed version instead of directly from source pr close 	fix
8996	common simplify ngclass code add comment pr close 	refactor
8997	common properly take classname change into account fix pr close 	fix
8998	ivy misc refactoring pr close 	refactor
8999	bazel fix test for angularcommon ngpackage pr close 	test
9000	router fix typo in expectation pr close 	test
9001	form improve error message for invalid value accessors signedoffby dirk luijk maildirkluijknl pr close 	fix
9002	compilercli lower loadchildren field to allow dynamic module path computing the value of loadchildren doe not work externally a the cli need to be able to detect the path referenced to properly set up codesplitting however internally different approach to codesplitting require hashed module id and the computation of those hash involves something like path loadchildren hashfnmodule ngc should lower loadchildren into an exported constant in that case this will never break externally because loadchildren is always a string externally and a string wont get lowered pr close 	feat
9003	core inject should always work in an ngmodule injection scope currently the context for inject is only set when the token is seen for the first time this ha two issue it should always be set when injecting from that injector because a constructor may wish to call inject directly if an ngmodulefactory is created twice and an nginjectabledef token is requested from each of them the second time will fail this is because the first injection add the provider definition and call the factory and the provider definition are shared the second injector will see the provider definition and call the factory to create an instance but without setting the correct context for inject fix angularmaterial pr close 	fix
9004	common locale are not being shipped close pr close 	fix
9005	aio update to rxjsrc rwrr iminar primarygroup mar distannouncementbarmodulefbcdadechunkjs rwrr iminar primarygroup mar distapilistmodulebcceaecbechunkjs rwrr iminar primarygroup mar distcodeexamplemoduleabecfaaechunkjs rwrr iminar primarygroup mar distcodetabsmodulececebcaaechunkjs rwrr iminar primarygroup mar distcommonbadadachunkjs rwrr iminar primarygroup mar distcontributorlistmodulefebbbdbchunkjs rwrr iminar primarygroup mar distcurrentlocationmodulebbaafacchunkjs rwrr iminar primarygroup mar distexpandablesectionmoduleeabbchunkjs rwrr iminar primarygroup mar distfilenotfoundsearchmoduleebbceeefchunkjs rwrr iminar primarygroup mar distinlinedabdbundlejs rwrr iminar primarygroup mar distliveexamplemoduledbfaecbecchunkjs rwrr iminar primarygroup mar distmainacfddcdbbundlejs rwrr iminar primarygroup mar distpolyfillsfbddcbebundlejs rwrr iminar primarygroup mar distprettifydachunkjs rwrr iminar primarygroup mar distresourcelistmoduledcafaecedchunkjs rwrr iminar primarygroup mar distworkerbasicminjs pr close 	build
9006	ivy viewcontainerref basic scenario support pr close 	feat
9007	ivy create todo app in ivy pr close 	test
9008	ivy align compiler with runtime remove containerrefreshstart and containerrefreshend instruction from the output generate directive a a list in componentdef rather than inline into instruction this is consistent in making selector resolution runtime so that translation of template can follow locality pr close 	refactor
9009	ivy add eventhandle syntax support to compiler pr close 	feat
9010	ivy cleanup necessary domino file pr close 	refactor
9011	upgrade propagate return value of resumebootstrap fix pr close 	fix
9012	upgrade correctly handle downgraded onpush component fix pr close 	fix
9013	ivy generate pipe name instead of defs pr close 	refactor
9014	aio update to angularrc rwrr iminar primarygroup mar distannouncementbarmodulefbcdadechunkjs rwrr iminar primarygroup mar distapilistmodulebcceaecbechunkjs rwrr iminar primarygroup mar distcodeexamplemoduleabecfaaechunkjs rwrr iminar primarygroup mar distcodetabsmodulececebcaaechunkjs rwrr iminar primarygroup mar distcommonbadadachunkjs rwrr iminar primarygroup mar distcontributorlistmodulefebbbdbchunkjs rwrr iminar primarygroup mar distcurrentlocationmodulebbaafacchunkjs rwrr iminar primarygroup mar distexpandablesectionmoduleeabbchunkjs rwrr iminar primarygroup mar distfilenotfoundsearchmoduleebbceeefchunkjs rwrr iminar primarygroup mar distinlinedabdbundlejs rwrr iminar primarygroup mar distliveexamplemoduledbfaecbecchunkjs rwrr iminar primarygroup mar distmainbbeeaedfbbundlejs rwrr iminar primarygroup mar distpolyfillsfbddcbebundlejs rwrr iminar primarygroup mar distprettifydachunkjs rwrr iminar primarygroup mar distresourcelistmoduledcafaecedchunkjs rwrr iminar primarygroup mar distworkerbasicminjs pr close 	build
9015	aio upgrade to rxjsbeta pr close 	build
9016	aio pin aio to typescript pr close 	build
9017	compiler initial outline of ivy compiler architecture design doc 	docs
9018	compiler generate flat cs selector pr close 	refactor
9019	ivy flatten cs selector pr close 	refactor
9020	aio add monitoring for angulario this commit configures a periodic job to be run on circleci performing several check against the actual apps deployed to production and staging fix pr close 	ci
9021	aio fix sw routing regexp to allow redirecting apianimate url pr close 	fix
9022	aio move deployment config test and helper around this commit prepares the ground for adding different type of test pr close 	refactor
9023	aio wait for the app to stabilize before registering the sw this commit also wait for the app to stabilize before starting to check for serviceworker update this avoids setting up a long timeout which would prevent the app from stabilizing and thus cause issue with protractor pr close 	fix
9024	bazel emit metadatajson under blaze this commit modifies the compilation to emit metadatajson file when compiled under blaze the default behavior of ngc is to emit metadata only when the flatmoduleoutfile flag is specified but this mode is not used in blaze emitting metadata for individual angular component is needed for angular language service to work with project compiled with blaze pr close 	build
9025	bazel change publishnext script to publish bazel artifact pr close 	release
9026	compilercli include new test file in bazel config fix pr close 	build
9027	compilercli use numeric comparison for typescript version fix pr close 	fix
9028	bazel dont try to do flatmoduleindex under blaze pr close 	fix
9029	bazel complete the rollup globals list for all angular entrypoints pr close 	fix
9030	bazel downlevel decorator in fesm file needed so that our bundle appear sideeffectfree to tool like webpack pr close 	fix
9031	bazel pas global option to rollup this fix the umd bundle which otherwise dont contain the right global symbol pr close 	fix
9032	bazel ngpackage should include private export in fesms pr close 	fix
9033	languageservice enable language service test in bazel pr close 	ci
9034	compiler fix support for htmllike text in translatable attribute pr close 	fix
9035	aio fix typo in the scrollbar pr close 	style
9036	bazel dont inline tslib into fesms pr close 	fix
9037	compilercli run compilercli test in bazel pr close 	ci
9038	serviceworker ignore invalid onlyifcached request under some circumstance possibly related to opening chrome devtools request are made with cache onlyifcached and mode nocors these request will eventually fail because onlyifcached is only allowed to be used with mode sameorigin this is likely a bug in chrome devtools this commit avoids error related to such request by not handling them fix pr close 	fix
9039	serviceworker do not enter degraded mode when offline previously when trying to fetch ngswjson eg during checkforupdate while either the client or the server were offline the serviceworker would enter a degrade mode where only existing client would be served this essentially meant that the serviceworker didnt work offline this commit fix it by differentiating offline error and not entering degraded mode the serviceworker will remain in the current mode until connectivity to the server is restored fix pr close 	fix
9040	serviceworker minor test fix and refactorings pr close 	test
9041	ivy remove pipe reference from the template pr close 	refactor
9042	ivy store local variable in data instead of calling loaddirective pr close 	fix
9043	compiler lower ngmodule id if needed this change allows the id of an ngmodule to be dynamically computed if needed pr close 	feat
9044	languageservice remove angularonlyresults this commit is a duplicate of to remove angularspecific result from the language service pr close 	refactor
9045	ivy make sure googgetmsg is defined before being used pr close 	test
9046	ivy fix flaky test pr close 	test
9047	ivy remove directive reference from template pr close 	refactor
9048	bazel ngpackage package attr not forwarded to npmpackage pr close 	fix
9049	bazel add entrypointname attr to ngpackage pr close 	build
9050	bazel prefix privateexport barredlatino symbol this allows a bundle index to be reexported by a higherlevel module without fear of collision under bazel we always set the prefix to be underscorejoined workspace package label pr close 	feat
9051	common add httpparamsoptions to the public api fix pr close 	docs
9052	aio mark the titlecase pipe a pure pr close 	fix
9053	core dont override nginjectabledef in the decorator if present on the type previously injectable would generate an nginjectabledef on the type it wa decorating even if that type already had a compiled nginjectabledef overwriting the compiled version pr close 	fix
9054	compiler assert translation name pattern pr close 	test
9055	ivy update statusmd with compiler work breakdown pr close 	docs
9056	common titlecase pipe pr close 	fix
9057	bazel add data attr to ngpackage pr close 	build
9058	compiler move handling of translation to the constantpool pr close 	refactor
9059	compiler take quoting into account when determining if object literal can be shared pr close 	fix
9060	aio fix t warning error filter expects a boolean function param pr close 	docs
9061	aio remove rxjscompat dependency from example we should not longer need it pr close 	build
9062	aio update example to angularinmemorywebapi pr close 	build
9063	aio switch to pipeable rxjs operator pr close 	refactor
9064	aio upgrade rxjs to beta pr close 	build
9065	aio minor improvement pr close 	test
9066	aio upgrade rxjs to beta pr close 	build
9067	aio upgrade angular to rc pr close 	build
9068	aio update to typescript pr close 	build
9069	aio update to angularcorebeta pr close 	build
9070	aio update to angularcli pr close 	build
9071	compiler allow asserting matching identifier name pr close 	test
9072	compiler refactor code matching helper for compliance spec pr close 	refactor
9073	ivy move directive into separate array pr close 	refactor
9074	compiler run compiler test in bazel pr close 	ci
9075	ivy move dir flag to tnode pr close 	refactor
9076	core hello world in demo pr close 	test
9077	compiler add basic support for in ivyin code generation pr close 	feat
9078	animation treat numeric state name value a string this patch ensures that if a numeric state name value in an animation is detected then it will not throw an error normally this wouldnt occur but some j optimizers may convert a quoted numeric value like to in some case to save space this patch make sure that angular doesnt throw an error when this occurs pr close 	fix
9079	ivy change symbolextractor to use accept rather than —define updategolden using —define cause bazel to bust the cache which mean that doing bazel test target followed by bazel run —define updategolden target will cause cache to be invalidated and house full rebuild pr close 	fix
9080	ivy remove custom tsconfig from render pr close 	fix
9081	ivy update statusmd with compiler work breakdown pr close 	docs
9082	animation avoid animation insertion during router backrefresh close pr close 	fix
9083	compiler dont typecheck all input ngc know to filter out dts input but the logic accidentally depended on whether it had a previous program lying around fixing that logic put ngc on the fast code path but in that code path it must be able to merge tsickle emitresults so we need to plumb the tsicklemergeemitresults function through all the intervening apis the bulk of this change is that plumbing pr close 	fix
9084	serviceworker fix lrulist bug remove method not removing url from statemap accessed method not removing previous reference from existing node when it becomes the head fix fix pr close 	fix
9085	router make locationsyncbootstraplistener public due to change in output after t update in pr close 	fix
9086	ivy fix type error in newer version of t newer version of t is stricter about type and flag countervariant type in some situation this change inlines the directivedefargs into the argument which remove the inheritance which caused the issue and make it more friendly to ides since they will not report comment close close pr close 	fix
9087	router dont use spread operator to workaround an issue in closure compiler closure compiler could not handle the spread operator in this one place working around it by removing the use of spread operator pr close 	fix
9088	aio temporarily pin element to beta the next step will be to update all of aio to rc pr close 	build
9089	core upgrade rxjs to alpha pr close 	feat
9090	aio temporarily use rxjs from root nodemodules when using local package pr close 	build
9091	upgrade twoway binding and listening for event change would not propagate to a value in downgraded component in case you had twoway binding and listening to a valuechange eg valuevalue valuechangefetch close pr close 	fix
9092	compiler do not emit linechar in ngsummary file having ngsummaries emit linechar number cause white space change to retrigger upstream recompilations pr close 	fix
9093	ivy switch helloworld to ivy compiler pr close 	test
9094	bazel correct expected out for external source in ngmodule pr close 	fix
9095	ivy remove unnecessary binding from hello world pr close 	refactor
9096	ivy split up directivecreate for tree shaking pr close 	refactor
9097	ivy allow tick and deps to be treeshaken pr close 	refactor
9098	ivy move hostbindings call out of template pr close 	refactor
9099	ivy update status of ivy pr close 	docs
9100	element fix element test bootstrap pr close 	fix
9101	ivy ngmodule nginjectordef compilation this add compilation of ngmodule provider and import into nginjectordef statement in generated code all ngmodule annotation will be compiled and the ngmodule decorator removed from the resultant j output all injectables will also be compiled in ivy mode and the decorator removed pr close 	feat
9102	element remove attributeinput from config pr close 	feat
9103	element update packagejson with latest pr close 	feat
9104	element fix payload size pr close 	feat
9105	element another polyfill solution pr close 	feat
9106	element rebase pr close 	feat
9107	element fix lint pr close 	feat
9108	element rename api to createcustomelement pr close 	feat
9109	element make bazel happy pr close 	feat
9110	element injector create pr close 	feat
9111	element george comment pr close 	feat
9112	element provide type not factory remove config need pr close 	feat
9113	element add test for component factory strategy pr close 	feat
9114	element fix test pr close 	feat
9115	element add polyfill for element e shim pr close 	feat
9116	aio update payload size pr close 	feat
9117	aio add hack remove me pr close 	feat
9118	aio migrate embedded comp to element pr close 	feat
9119	element add support for creating custom element pr close 	feat
9120	ivy document project status move the status reporting from the issue to a file that can be updated a change are being made this address one of the comment on the issue and allows better tracking of update to this status and change made pr close 	docs
9121	ivy cache local name and support multiple local with same value pr close 	fix
9122	ivy correct export test and add query test pr close 	test
9123	bazel make ngpackage auto generate packagejson for secondary entrypoints pr close 	build
9124	compilercli fix tsconfigjson circularity issue fix pr close 	build
9125	compiler drop support for the deprecated template use ngtemplate instead breaking change the template tag wa deprecated in angular v to avoid collision ie when using web component this commit remove support for template ngtemplate should be used instead before html template templatesome template contenttemplate tsconfigjson angularcompileroptions this option is no more supported and will have no effect enablelegacytemplate truefalse after html template ngtemplatesome template contentngtemplate pr close 	refactor
9126	ivy double size of di bloom filter pr close 	refactor
9127	ivy access component def through tdata pr close 	refactor
9128	compiler support for singleline multiline jsdoc comment pr close 	feat
9129	aio update architecture section pr close 	docs
9130	bazel change ngpackage rule to apf v angular package format v stop bundling file in the esm and esm directory now that webpack can treeshake perfile add some missing file like packagejson to make package closer to what we publish today refactor ngpackage to be a type of npmpackage and reuse the packaging action from that rule pr close 	feat
9131	compilercli emit correct cs string escape sequence work around an issue with typescript and that cause the tranformer emit to emit incorrect escape for cs string literal fix pr close 	fix
9132	aio fix addnotyetdocumentedproperty processor it wa running too late and so wa being confused by the description being split into shortdescription and description property close pr close 	build
9133	aio improve the api pipe page this change add an impure badge for pipe that are marked a pure false a pipe specific overview that show the syntax for using a pipe in a template an input value section describing the type of the value that the pipe expects a pipe params section describing any additional params that a pipe expects pr close 	build
9134	platformserver add style to element correctly partially reverts due to lack of total spec compliance on the server maintains the camelcase style fix pr close 	fix
9135	ivy add canonical compiler spec for classstyle add a stub for elementstyle and elementclass instruction with a canonical spec for the compiler the spec show the the compiler should be using elementstyle and elementclass instruction in place of class and style binding respectively pr close 	test
9136	ivy rename classstyle to make space for new instruction rename elementclass short k elementclassnamed short kn elementstyle short s elementstylenamed short sn currently classname is elementclass ‘ name ’ value we would like to introduce new binding class which need a new instruction ideally elementclass value doing the rename creates space to create such an instruction in subsequent change pr close 	refactor
9137	ivy add componentfixture for cleaner test pr close 	test
9138	core remove core animation import symbol this patch remove the deprecated support for animation symbol import from angularcore breaking change it is no longer possible to import animationrelated function from angularcore all animation symbol must now be imported from angularanimations pr close 	fix
9139	ivy fix view manipulation logic this commit fix a bug that would result in view insert remove even if a view needed only refresh operation the crux of the bug wa that we were looking for a view to update only in the lcontainernextindex position this is incorrect a a view with a given block id could be present later in the view array this happens if we about to remove a view in the middle of the view array the code in this fix search for a view to update in the view array and can remove view in the middle of the view collection previously we would remove view at the end of the collection only pr close 	fix
9140	aio add ngjapan to event ngjapan will be held at june in tokyo japan pr close 	docs
9141	aio constrain error logging to improve reporting the loggererror method now only accepts a single error parameter and pass this through to the error handler this allows the error handler to serialize the error more accurately the various place that use loggererror have been updated see issuecomment pr close 	fix
9142	aio render docgen issue in overview dump related to pr close 	build
9143	core add task tracking to testability allow passing an optional timeout to testabilitys whenstable if specified if angular is not stable before the timeout is hit the done callback will be invoked with a list of pending macrotasks also allows an optional update callback which will be invoked whenever the set of pending macrotasks change if this callback return true the timeout will be cancelled and the done callback will not be invoked if the optional parameter are not passed whenstable will work a it did before whether or not the task tracking zone spec is available this change also migrates the testability unit test off the deprecated asynctestcompleter pr close 	feat
9144	ivy remove directiverefresh instruction pr close 	refactor
9145	compiler fix spelling error pr close 	docs
9146	ivy update rollup rule to prevent inlining symbol in debug the new rollup rule disables inlining symbol in debug mode this make it look a if there would be more symbol but in reality these are the symbol which are no longer being inlined pr close 	fix
9147	aio compute stability and deprecate stable tag close pr close 	build
9148	ivy remove inputspropertyname close pr close 	refactor
9149	bazel ngpackage rxjsoperators rollup config pr close 	build
9150	animation expose element and params within transition matcher pr close 	feat
9151	compilercli annotate ivy field a nocollapse in closure mode closure ha a transformation which turn servicenginjectabledef into servicenginjectabledef this transformation obviously break ivy in a major way the solution is to annotate the field a nocollapse however typescript appears to ignore synthetic comment added to a node during a transformation so the right way to add these comment doesnt work a an interim measure a postprocessing step just before the compiled j is written to disk appends the correct comment with a regular expression pr close 	fix
9152	ivy element property should not be stringified pr close 	fix
9153	aio remove unwanted overview heading pr close 	build
9154	aio move see also block to exportbase template this make it easier for all the api doc to display see also link in a consitent manner pr close 	build
9155	compilercli disabletypescriptversioncheck should be applied even for older tsc version previously the flag would only disable the check in the case we tried to use newer tsc version in g we sometimes take a while to update tsc but a a prerequisite of that angular need to be updated first this change enables u to update angular and use it in g while g is being update to the required tsc of course extra care is required when this check is disabled but since we control everything in g it on u to get this right i dont see any preexisting test for this and im not sure how to write them right now i filed pr close 	fix
9156	compilercli require node a runtime engine this is not expected to be a breaking change for anyone who on node lts currently v and aligns angularcompilarcli with angularclis runtime requirement pr close 	feat
9157	ivy support checknochanges pr close 	feat
9158	router correct overencoding of url fragment relates to pr close 	fix
9159	compilercli enableresourceinlining handle both style and styleurls when both are present the inlined style are appended to the end of the style pr close 	fix
9160	compilercli resolve resource url before loading them under enableresourceinlining also turn on the feature for bazel ngmodule rule pr close 	fix
9161	ivy support markforcheck pr close 	feat
9162	compilercli generate proper export identifier in cjs output when the compiler generates a reference to an exported variable in the same file it insert a synthetic tsidentifier node in commonjs output this synthetic node would not be properly rewritten with an export prefix this change set the t original node property on the synthetic node we generate which ensures t know to rewrite it in commonjs output pr close 	fix
9163	compilercli add resource inlining to ngc when angularcompileroptions enableresourceinlining true we replace all templateurl and styleurls property in component with templatestyles pr close 	feat
9164	ivy support attaching and detaching view from change detection pr close 	feat
9165	ivy produce renderer backpatching and factory produce backpatch a described in the and referenced in this just contains the compiler implementation and the corresponding unit test connecting the dot a described in will be in a follow on change pr close 	feat
9166	core replace ancient live demo pr close 	docs
9167	ivy add injection canonical spec pr close 	test
9168	ivy fix rebase error pr close 	refactor
9169	ivy support host attribute and property binding pr close 	feat
9170	ivy support changedetectorrefdetectchanges pr close 	feat
9171	ivy lifecycle hook should be queued for root component pr close 	fix
9172	ivy implement pipe pr close 	feat
9173	ivy add canonical example of binding on element pr close 	test
